Text,Sentiment_Score,Sentiment_Label
"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore",0.5849267,negative
haappy bank holiday  2 weeeeks. aah!,0.7298397,positive
  I thought  was against licensing stores bc it takes away from the experience they want to provide,0.7674403,negative
_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,0.5689881,neutral
so I slept in a little...well a lot. whooops,0.47694176,negative
says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,0.9845883,positive
" Good night, Rob. Sleep well. Safe travels tomorrow!",0.93468183,positive
 i know i suck.  my data plan is weak sauce.,0.95690846,negative
" Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",0.85712004,positive
"  Bit of New Scientist, this weeks an last weeks, and Watership Down",0.86965203,neutral
 dear oh dear.....,0.49681383,negative
my monday running so fast!,0.57194394,positive
playing at my old school playground still the same except them lame **** got rid of the tire swing,0.6446318,negative
happy mommah`s day to your moms  http://plurk.com/p/stqya,0.97909296,positive
_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,0.50359774,neutral
" Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",0.8357867,positive
 you`re surrounded by them! I have no official nieces/nephews yet,0.64918154,neutral
 Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,0.99059874,positive
 nope i have a fifth generation ipod classic  it likes to be dumb,0.45514795,neutral
 meetings are overrated.,0.9276036,negative
 I love the smell of procrastination in the morning... oder so.,0.8503478,positive
 I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,0.8384544,negative
 I know.  I am definitely going to try and see Up this weekend.,0.9042847,positive
 Nice!!!!!!!! I WILL be there,0.96469283,positive
Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,0.8443894,negative
" lol that just totally made me laugh, which made my day",0.98620844,positive
tonight was fun,0.96265805,positive
 this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,0.8961826,negative
Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,0.83980256,positive
is on facebook,0.8528827,neutral
I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,0.8196346,positive
Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw,0.71198964,neutral
" http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",0.50822073,neutral
"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",0.80243254,negative
 Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff',0.96505153,positive
"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",0.49982876,positive
Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!,0.7754091,positive
Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,0.98188996,positive
 one of our governors is one of the directors of the company,0.89723825,neutral
no internet for a week or longer,0.61192906,negative
Jesus Christ meadowhall could do with better air con! Too hot,0.7480532,negative
Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour,0.75476444,positive
 I sure she can,0.49542397,positive
"Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!",0.78530306,positive
"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",0.64043164,positive
"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",0.5864757,positive
"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",0.5248225,neutral
 i want to gooo,0.8654615,positive
evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work,0.5480171,neutral
Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,0.9919045,positive
Ugh fun concert  screen cracked on phone again because it fell... =\,0.89555746,negative
 if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,0.86744744,negative
"So happy, my VStudio shortcuts are backkk",0.98910916,positive
 can`t wait to hear the evp! And cuuuute picture.,0.986873,positive
Headed to verizon. Praying that pinkberry is going to make it.,0.7939375,positive
Awaiting reply from two projects. One cancelled.,0.534792,negative
Coco still out,0.77538615,neutral
 Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,0.7189442,neutral
 Hello again  How`d ur saturday go?,0.7584141,neutral
 why aren`t you showing up as a #spymaster in my screen?,0.51967156,neutral
"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",0.8408622,positive
Leaving the beach .. Having a great day with vicente .. We needed this time together,0.9797849,positive
"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",0.7396035,negative
just left & already misses Nashville  be back sunday,0.67166513,neutral
Going to bed after the CAVS game  Don`t judge me LOL,0.58982146,neutral
" you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",0.8544108,negative
I am living in a country where the government is ALWAYS a circus show ... sad but true...,0.88879913,negative
went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin,0.49220058,neutral
 I want chocolate!,0.8875929,positive
"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?",0.46905002,neutral
 yep  but I`m going better now,0.88729084,positive
Fun is being had.,0.8514798,positive
$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,0.9080595,negative
_by_spork we shall see,0.828063,neutral
_other Excellent analogy,0.7438963,positive
Good morning tweeps. Busy this a.m. but not in a working way,0.5086327,neutral
" lmao, im only joking mate",0.52268237,neutral
 FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,0.88806325,positive
"been busy at work, now must run before traffic is too bad.",0.6736779,negative
got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,0.98237073,positive
 it was an awesome talk  find it very true that i am watching the ruby community closely,0.9854689,positive
#f1 in a few hours guess who is sleepin in the living room,0.828346,neutral
 hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,0.97367144,positive
http://twitpic.com/664oz - this is what happens when i have no models,0.50624335,negative
"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",0.98855036,positive
"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",0.51291895,negative
"Speaking,,,Speaking ...",0.80020446,neutral
Paid all my bills only to go out to the mailbox to find more of them,0.49301264,neutral
" I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",0.6692847,positive
" Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",0.97806305,positive
"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",0.636393,positive
So many farewell parties! sad to see people leaving ..,0.77568525,negative
 - Still a pity it comes with no lamb though,0.60596573,negative
 I`ve got cups but you gotta come get them,0.81056666,neutral
"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",0.49093038,positive
 no other reason? I wonder if she loves you,0.7740112,neutral
 happy birthday ness!!,0.98519856,positive
" Wow, I really hope it gets better. Asthma sucks",0.44059,positive
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,0.6060491,negative
"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",0.50465304,positive
 wasn`t the 'layers' just absolute positioned divs? Web compability killer,0.69242966,negative
Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,0.80729544,negative
Loves random acts of kindness and laughter,0.96196455,positive
"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",0.7907394,positive
Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,0.7590123,positive
Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,0.56599784,neutral
 Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,0.9093618,negative
 I can`t belive you only have one episode to go  ****,0.62867886,negative
 you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,0.6277623,negative
 I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,0.91982025,negative
NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too,0.39444336,negative
" wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",0.8529739,positive
Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,0.96769774,positive
" i was going tonight, but you never wrote me back with the info  im sososo sad...",0.9300929,negative
 still not 100%    im sick of being sick!,0.95919883,negative
_collins I`m not sure I understand how this twitter thing works...,0.76414186,negative
wat a stressful week i jus hope everything falls into place 4me,0.57137996,positive
with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,0.69366467,neutral
Aww I got to see my 1st grade teacher`s last day before she retired,0.6754516,negative
" For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",0.68396103,neutral
